1,1056.25,32.5,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,28.7
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,9.2
1,5806.33,76.2,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,4.8
1,11363.56,106.6,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,4.68
1,2580.64,50.8,0.6,0.79,0.017,0.37,96.1,310,54.87,14.44,3.8,6.1
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,9.5
1,2580.64,50.8,2.7,1.63,0.017,0.37,96.1,310,54.87,14.44,3.8,5.9
1,2580.64,50.8,1.3,1.14,0.10,0.37,96.1,310,54.87,14.44,3.8,1.63
1,2580.64,50.8,1.3,1.14,0.05,0.37,96.1,310,54.87,14.44,3.8,1.7
1,2580.64,50.8,1.3,1.14,0.03,0.37,96.1,310,54.87,14.44,3.8,1.6
1,2580.64,50.8,1.3,1.14,0.025,0.37,96.1,310,54.87,14.44,3.8,1.5
1,2580.64,50.8,1.3,1.14,0.02,0.37,96.1,310,54.87,14.44,3.8,1.42
1,2580.64,50.8,1.3,1.14,0.005,0.37,96.1,310,54.87,14.44,3.8,1.15
1,2580.64,50.8,1.3,1.14,0.017,0.27,96.1,310,54.87,14.44,3.8,8.8
1,2580.64,50.8,1.3,1.14,0.017,0.32,96.1,310,54.87,14.44,3.8,6.2
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,9.4
1,2580.64,50.8,1.3,1.14,0.017,0.41,96.1,310,54.87,14.44,3.8,5.9
1,2580.64,50.8,1.3,1.14,0.017,0.37,29.58,172,54.87,14.44,3.8,3.1
1,2580.64,50.8,1.3,1.14,0.017,0.37,58.08,241,54.87,14.44,3.8,7.1
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,9.3
1,2580.64,50.8,1.3,1.14,0.017,0.37,128.88,359,54.87,14.44,3.8,6.9
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,6.86,3.61,1.9,2
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,54.87,14.44,3.8,8.8
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,185.19,32.49,5.7,7.3
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,438.98,57.76,7.6,12.5
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,857.38,90.25,9.5,15
1,2580.64,50.8,1.3,1.14,0.017,0.37,96.1,310,1481.54,129.96,11.4,21.9
